설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
브니엘지역아동센터	복지시설	광주광역시	서구	복지시설	LGU	Public WiFi Free		광주광역시 서구 천변좌로 108번길 5	광주광역시 서구 양동 439-86	광주광역시청	062-613-3021	35.1601493	126.8911821	2015-11-25
양동시장	전통시장	광주광역시	서구	전통시장	LGU	Public WiFi Free		광주광역시 서구 천변좌로 238	광주광역시 서구 양동 5-101	광주광역시청	062-613-3021	35.1542998	126.9020199	2015-11-25
광천지역아동센터	복지시설	광주광역시	서구	복지시설	LGU	Public WiFi Free		광주광역시 서구 천변좌하로 472	광주광역시 서구 쌍촌동 1140-2	광주광역시청	062-613-3021	35.1674973	126.8628084	2015-11-25
참좋은지역아동센터	복지시설	광주광역시	서구	복지시설	LGU	Public WiFi Free		광주광역시 서구 치평로 77	광주광역시 서구 치평동 1168-1	광주광역시청	062-613-3021	35.1542773	126.8458194	2015-11-25
천지장례식장	기타	광주광역시	서구	기타	LGU	Public WiFi Free		광주광역시 서구 풍서좌로 173-1	광주광역시 서구 매월동 250-6	광주광역시청	062-613-3021	35.1247542	126.8501669	2015-11-25
인계보건지소	로비중앙천정	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 인계면 인덕로 243	전라북도 순창군 인계면 도룡리 867-9	전라북도 순창군청	063-650-1236	35.4132568	127.14159	2016-05-31
동계면사무소	사회복지실 입구	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 동계면 동계1길 15	전라북도 순창군 동계면 현포리 516	전라북도 순창군청	063-650-1237	35.4412926	127.2422932	2016-05-31
동계보건지소	로비중앙천정	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 동계면 동계1길 15	전라북도 순창군 동계면 현포리 516	전라북도 순창군청	063-650-1238	35.4412926	127.2422932	2016-05-31
적성면사무소	종합민원실 TV옆	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 적성면 적성로 135	전라북도 순창군 적성면 고원리 768	전라북도 순창군청	063-650-1239	35.3975232	127.2086131	2016-05-31
적성보건지소	건강증진실 입구	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 적성면 적성로 116	전라북도 순창군 적성면 고원리 304-18	전라북도 순창군청	063-650-1240	35.4031807	127.2143068	2016-05-31
유등면사무소	종합민원실 출입구	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 유등면 유등로 405	전라북도 순창군 유등면 외이리 582-1	전라북도 순창군청	063-650-1241	35.3612688	127.1874177	2016-05-31
유등보건지소	처치실 안	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 유등면 유등로 395	전라북도 순창군 유등면 외이리 606-1	전라북도 순창군청	063-650-1242	35.3612469	127.1865564	2016-05-31
풍산면사무소	종합민원실 출입구	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 풍산면 금풍로 1006-1	전라북도 순창군 풍산면 반월리 7	전라북도 순창군청	063-650-1243	35.3371812	127.1384583	2016-05-31
풍산보건지소	로비접수실	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 풍산면 금풍로 1006-1	전라북도 순창군 풍산면 반월리 136	전라북도 순창군청	063-650-1244	35.3364027	127.1385117	2016-05-31
금과면사무소	종합민원실 문서보관실	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 금과면 매우1길 12-3	전라북도 순창군 금과면 매우리 136-3	전라북도 순창군청	063-650-1245	35.3396519	127.0864008	2016-05-31
금과보건지소	탕비실 출입문	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 금과면 매우1길 15	전라북도 순창군 금과면 매우리 136-1	전라북도 순창군청	063-650-1246	35.3400591	127.0858957	2016-05-31
보건의료원1	1층 엘리베터 옆	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 순창읍 순창로 127	전라북도 순창군 순창읍 가남리 541	전라북도 순창군청	063-650-1247	35.3668827	127.1405131	2016-05-31
보건의료원2	2층 엘리베터 옆	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 순창읍 순창로 127	전라북도 순창군 순창읍 가남리 541	전라북도 순창군청	063-650-1247	35.3668827	127.1405131	2016-05-31
순창읍사무소	종합민원실 출입문 안쪽	전라북도	순창군	관공서	LGU	Public WiFi Free	Nov-14	전라북도 순창군 순창읍 장류로 407-7	전라북도 순창군 순창읍 남계리 966	전라북도 순창군청	063-650-1248	35.3773639	127.1472783	2016-05-31
노인복지회관	1층로비	전라북도	순창군	서민·복지시설	LGU	Public WiFi Free	Nov-14	전라북도 순창군 순창읍 순창5길 11-4	전라북도 순창군 순창읍 남계리 626	전라북도 순창군청	063-650-1249	35.3728479	127.1408802	2016-05-31
순창시장	곡성순대국집옆	전라북도	순창군	기타	LGU	Public WiFi Free	Nov-14	전라북도 순창군 순창읍 남계로 58	전라북도 순창군 순창읍 남계리 800	전라북도 순창군청	063-650-1250	35.3717901	127.1451382	2016-05-31
옥천요양원1	출입문앞 천정	전라북도	순창군	서민·복지시설	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 장류로 289-3	전라북도 순창군 순창읍 순화리 538	전라북도 순창군청	063-650-1251	35.3765884	127.1339082	2016-05-31
옥천요양원2	식당정수기 위천정	전라북도	순창군	서민·복지시설	LGU	Public WiFi Free	Sep-15	전라북도 순창군 풍산면 풍산로 487-4	전라북도 순창군 풍산면 대가리 730	전라북도 순창군청	063-650-1252	35.3492608	127.1720287	2016-05-31
은빛노인복지센터	1층 엘리베이터옆천정	전라북도	순창군	서민·복지시설	LGU	Public WiFi Free	Sep-15	전라북도 순창군 풍산면 풍산로 487-4	전라북도 순창군 풍산면 대가리 730	전라북도 순창군청	063-650-1253	35.3492608	127.1720287	2016-05-31
건강증진센터 1	1층현관 시계위천정	전라북도	순창군	서민·복지시설	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 순창5길 11-6	전라북도 순창군 순창읍 남계리 649	전라북도 순창군청	063-650-1254	35.3726653	127.1408161	2016-05-31
건강증진센터 2	3층 헬스장 입구	전라북도	순창군	서민·복지시설	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 순창5길 11-6	전라북도 순창군 순창읍 남계리 649	전라북도 순창군청	063-650-1255	35.3726653	127.1408161	2016-05-31
송산동	회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 소암로 4		제주특별자치도 서귀포시	064-760-2292	33.2450378	126.5661672	2016-09-15
보건의료원 1	1층 현관계단옆	전라북도	순창군	관공서	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 순창로 127	전라북도 순창군 순창읍 가남리 541	전라북도 순창군청	063-650-1256	35.3668827	127.1405131	2016-05-31
보건의료원 2	2층 한방과 위	전라북도	순창군	관공서	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 순창로 127	전라북도 순창군 순창읍 가남리 541	전라북도 순창군청	063-650-1257	35.3668827	127.1405131	2016-05-31
시외버스터미널1	매표소 에어컨위	전라북도	순창군	관광	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 장류로 355	전라북도 순창군 순창읍 순화리 114-1	전라북도 순창군청	063-650-1258	35.3771518	127.1412385	2016-05-31
시외버스터미널2	버스승강장 자판기 위	전라북도	순창군	관광	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 장류로 355	전라북도 순창군 순창읍 순화리 114-1	전라북도 순창군청	063-650-1259	35.3771518	127.1412385	2016-05-31
청소년센터 1	3층 상담실	전라북도	순창군	서민·복지시설	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 장류로 192	전라북도 순창군 순창읍 교성리 233-1	전라북도 순창군청	063-650-1260	35.3709475	127.1277562	2016-05-31
청소년센터 2	4층 세미나실	전라북도	순창군	서민·복지시설	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 장류로 192	전라북도 순창군 순창읍 교성리 233-1	전라북도 순창군청	063-650-1261	35.3709475	127.1277562	2016-05-31
동계시장	6번시장 상점 간판	전라북도	순창군	기타	LGU	Public WiFi Free	Sep-15	전라북도 순창군 동계면 동계로 22	전라북도 순창군 동계면 현포리 623	전라북도 순창군청	063-650-1262	35.4395665	127.2398533	2016-05-31
군립도서관	2층 열람실내	전라북도	순창군	서민·복지시설	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 순창5길 18	전라북도 순창군 순창읍 순화리 226	전라북도 순창군청	063-650-1263	35.3738014	127.1407512	2016-05-31
순창시장 1	시장버스휴게실	전라북도	순창군	기타	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 남계로 58	전라북도 순창군 순창읍 남계리 800	전라북도 순창군청	063-650-1264	35.3717901	127.1451382	2016-05-31
순창시장 2	17번상가 중앙	전라북도	순창군	기타	LGU	Public WiFi Free	Sep-15	전라북도 순창군 순창읍 남계로 58	전라북도 순창군 순창읍 남계리 800	전라북도 순창군청	063-650-1265	35.3717901	127.1451382	2016-05-31
근로자종합복지관(대전)	근로자종합복지관(대전) 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 대화로10	대전광역시 대덕구 대화동 3-3	대전광역시 대덕구청	042-608-6093	36.368412	127.40998	2015-03-25
송촌시장	송촌시장 내	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 동춘당로 83	대전광역시 대덕구 송촌동 476	대전광역시 대덕구청	042-608-6093	36.364626	127.439906	2015-03-25
대덕구장애인종합복지관	대덕구장애인종합복지관 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 신탄진로 77	대전광역시 대덕구 연축동 307-4	대전광역시 대덕구청	042-608-6093	36.387704	127.422095	2015-03-25
대덕구청	대덕구청 본관 1층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 대전로1033번길 20	대전광역시 대덕구 오정동 500	대전광역시 대덕구청	042-608-6093	36.346603	127.415703	2015-03-25
대덕구청	대덕구청 본관 2층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 대전로1033번길 20	대전광역시 대덕구 오정동 500	대전광역시 대덕구청	042-608-6093	36.346603	127.415703	2015-03-25
대덕구청	대덕구청 본관 3층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 대전로1033번길 20	대전광역시 대덕구 오정동 500	대전광역시 대덕구청	042-608-6093	36.346603	127.415703	2015-03-25
산업보건복지센터	산업보건복지센터 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 대덕대로1409번길 19	대전광역시 대덕구 문평동 82	대전광역시 대덕구청	042-608-6093	36.446427	127.405217	2015-03-25
대전산재병원 별관2	대전산재병원 별관2 2층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로 637	대전광역시 대덕구 법동 285-3	대전광역시 대덕구청	042-608-6093	36.368574	127.428499	2015-03-25
대전산재병원	대전산재병원 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로 637	대전광역시 대덕구 법동 285-3	대전광역시 대덕구청	042-608-6093	36.368574	127.428499	2015-03-25
대전산재병원 별관1	대전산재병원 별관1 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로 637	대전광역시 대덕구 법동 285-3	대전광역시 대덕구청	042-608-6093	36.368574	127.428499	2015-03-25
대전산재병원 장례식장	대전산재병원 장례식장 지하1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로 637	대전광역시 대덕구 법동 285-3	대전광역시 대덕구청	042-608-6093	36.368574	127.428499	2015-03-25
대정읍	회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 대정읍 하모중앙로 20		제주특별자치도 서귀포시	064-760-2292	33.2267537	126.2520832	2016-09-10
대전산재병원 신관	대전산재병원 신관 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로 637	대전광역시 대덕구 법동 285-3	대전광역시 대덕구청	042-608-6093	36.368574	127.428499	2015-03-25
대덕구청 의회	대덕구청 의회 3층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 대전로 1033번길 20 (오정동)	대전광역시 대덕구 오정동 500	대전광역시 대덕구청	042-608-6093	36.346591	127.41539	2015-03-25
오정동 주민센터	오정동 주민센터 1층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 한밭대로 972번길 92 (오정동)	대전광역시 대덕구 오정동 87-8	대전광역시 대덕구청	042-608-6093	36.353773	127.40985	2015-03-25
회덕동 주민센터	회덕동 주민센터 1층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 대전로 1376 (읍내동)	대전광역시 대덕구 읍내동 344-1	대전광역시 대덕구청	042-608-6093	36.376254	127.42144	2015-03-25
비래동 주민센터	비래동 주민센터 1층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 비래동로 10 (비래동)	대전광역시 대덕구 비래동 140-5	대전광역시 대덕구청	042-608-6093	36.358666	127.450834	2015-03-25
중리동 주민센터	중리동 주민센터 1층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 중리남로 47 (중리동)	대전광역시 대덕구 중리동 207-1	대전광역시 대덕구청	042-608-6093	36.361518	127.426891	2015-03-25
법1동 주민센터	법1동 주민센터 1층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 계족로 663번길 36	대전광역시 대덕구 법1동 283-3	대전광역시 대덕구청	042-608-6093	36.37071	127.426764	2015-03-25
법2동 주민센터	법2동 주민센터 2층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 동춘당로 187 (법2동)	대전광역시 대덕구 법2동 192-1	대전광역시 대덕구청	042-608-6093	36.367181	127.430844	2015-03-25
신탄진동 주민센터	신탄진동 주민센터 2층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 신탄진로 830 (신탄진동)	대전광역시 대덕구 신탄진동 120-1	대전광역시 대덕구청	042-608-6093	36.442834	127.452964	2015-03-25
석봉동 주민센터	석봉동 주민센터 1층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 석봉로 37번길 15 (석봉동)	대전광역시 대덕구 석봉동 189-24	대전광역시 대덕구청	042-608-6093	36.449254	127.424852	2015-03-25
덕암동 주민센터	덕암동 주민센터 1층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 덕암북로 104번길 60 (덕암동)	대전광역시 대덕구 덕암동 48-2	대전광역시 대덕구청	042-608-6093	36.432737	127.423546	2015-03-25
남원읍	회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 남원읍 태위로 695		제주특별자치도 서귀포시	064-760-2292	33.2797843	126.7205951	2016-09-11
목상동 주민센터	목상동 주민센터 1층	대전광역시	대덕구	관공서	LGU	Publlic Wifi		대전광역시 대덕구 대덕대로 1470번길 7 (목상동)	대전광역시 대덕구 목상동 184-2	대전광역시 대덕구청	042-608-6093	36.44843	127.412225	2015-03-25
대전자모원	대전자모원 2층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 덕암로 118번길 47 (상서동)	대전광역시 대덕구 상서동 830-6	대전광역시 대덕구청	042-608-6093	36.432737	127.423546	2015-03-25
다문화지원센터	다문화지원센터 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 오정로 112 (오정동)	대전광역시 대덕구 오정동 74-4	대전광역시 대덕구청	042-608-6093	36.353086	127.414619	2015-03-25
시립체육재활원	시립체육재활원 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 대화로 50번길 76 (대화동)	대전광역시 대덕구 대화동 3-3	대전광역시 대덕구청	042-608-6093	36.368412	127.40998	2015-03-25
무지개복지공장	무지개복지공장 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 대덕대로 1417번길 80 (문평동)	대전광역시 대덕구 문평동 77-5	대전광역시 대덕구청	042-608-6093	36.448247	127.405574	2015-03-25
장애인종합복지관	장애인종합복지관 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 신탄진로 77 (연축동)	대전광역시 대덕구 연축동 307-4	대전광역시 대덕구청	042-608-6093	36.442834	127.452964	2015-03-25
대덕종합사회복지관	대덕종합사회복지관 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 덕암로 234번길 44 (덕암동)	대전광역시 대덕구 덕암동 48-2	대전광역시 대덕구청	042-608-6093	36.432737	127.423546	2015-03-25
대덕종합사회복지관	대덕종합사회복지관 2층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 덕암로 234번길 44 (덕암동)	대전광역시 대덕구 덕암동 48-2	대전광역시 대덕구청	042-608-6093	36.432737	127.423546	2015-03-25
대전종합사회복지관	대전종합사회복지관 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 우암동로 15번길 20 (비래동)	대전광역시 대덕구 비래동 116-7	대전광역시 대덕구청	042-608-6093	36.35975	127.451106	2015-03-25
법동종합사회복지관	법동종합사회복지관 2층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로 664번길 27 (법동)	대전광역시 대덕구 법동 188	대전광역시 대덕구청	042-608-6093	36.371123	127.431222	2015-03-25
중리종합사회복지관	중리종합사회복지관 2층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로 663번길 34 (법동)	대전광역시 대덕구 법동 283-1	대전광역시 대덕구청	042-608-6093	36.371214	127.425374	2015-03-25
중리시장(대덕구)	중리시장 내(대덕구)	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 중리북로37번길 26	대전광역시 대덕구 중리동 368-7	대전광역시 대덕구청	042-608-6093	36.365317	127.425801	2015-03-25
법동보건지소	법동보건지소 3층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 동춘당로 187	대전광역시 대덕구 법동 192-1	대전광역시 대덕구청	042-608-6093	36.367181	127.430844	2015-03-25
만두레 지역아동센터	만두레 지역아동센터 2층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 오정로78번길 24 (3층)	대전광역시 대덕구 오정동 235-14 3층	대전광역시 대덕구청	042-608-6093	36.353086	127.414619	2015-03-25
새싹 지역아동센터	새싹 지역아동센터 1층	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로 663번길 34 상가2층 208호	대전광역시 대덕구 법동 283-1 상가2층 208호	대전광역시 대덕구청	042-608-6093	36.371214	127.425374	2015-03-25
경로당	금강엑슬루타워경로당	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 대덕대로 1555	대전광역시 대덕구 석봉동 770	대전광역시 대덕구청	042-608-6093	36.451348	127.41971	2016-06-01
경로당	금성낙원경로당	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 덕암로249번길 52	대전광역시 대덕구 덕암동 22-5	대전광역시 대덕구청	042-608-6093	36.442897	127.421443	2016-06-01
경로당	춘광경로당	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 덕암로168번길 11	대전광역시 대덕구 평촌동 537-1	대전광역시 대덕구청	042-608-6093	36.435527	127.422866	2016-06-01
경로당	법3단지경로당	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로663번길34	대전광역시 대덕구 법동 283-1	대전광역시 대덕구청	042-608-6093	36.371214	127.425374	2016-06-01
경로당	비래제2경로당	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 비래동로 30	대전광역시 대덕구 비래동 138-1	대전광역시 대덕구청	042-608-6093	36.356443	127.450791	2016-06-01
지역아동센터	석봉지역아동센터	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 덕암북로37	대전광역시 대덕구 석봉동 314-1	대전광역시 대덕구청	042-608-6093	36.446512	127.422476	2016-06-01
지역아동센터	영일지역아동센터	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 석봉북로9번길 24	대전광역시 대덕구 석봉동 307-22	대전광역시 대덕구청	042-608-6093	36.448262	127.423692	2016-06-01
지역아동센터	오정지역아동센터	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 오정로100번길 95	대전광역시 대덕구 오정동 67-14	대전광역시 대덕구청	042-608-6093	36.357686	127.41195	2016-06-01
경로당	읍내경로당	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 아리랑로113번길 28-13	대전광역시 대덕구 읍내동 483-49	대전광역시 대덕구청	042-608-6093	36.374884	127.418881	2016-06-01
경로당	장동경로당	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 산디로15번길 63	대전광역시 대덕구 장동 336	대전광역시 대덕구청	042-608-6093	36.412746	127.440996	2016-06-01
경로당	한마음경로당	대전광역시	대덕구	서민·복지시설	LGU	Publlic Wifi		대전광역시 대덕구 계족로664번길 24	대전광역시 대덕구 법동 188	대전광역시 대덕구청	042-608-6093	36.370303	127.432958	2016-06-01
동춘1동 주민센터	민원실	인천광역시	연수구	관공서	LGU			인천광역시 연수구 먼우금로 117	인천광역시 연수구 동춘1동 921-2	인천광역시 연수구청	032-749-8885	37.4095734	126.6707682	2016-05-16
동춘2동 주민센터	민원실	인천광역시	연수구	관공서	LGU			인천광역시 연수구 먼우금로 41	인천광역시 연수구 동춘2동 943-3	인천광역시 연수구청	032-749-8885	37.4026985	126.6693096	2016-05-16
동춘3동 주민센터	민원실	인천광역시	연수구	관공서	LGU			인천광역시 연수구 원인재로 110	인천광역시 연수구 동춘3동 925-2	인천광역시 연수구청	032-749-8885	37.4084175	126.6783171	2016-05-16
송도1동 주민센터	민원실	인천광역시	연수구	관공서	LGU			인천광역시 연수구 하모니로35번길 8	인천광역시 연수구 송도동 3-33	인천광역시 연수구청	032-749-8885	37.3910151	126.6520734	2016-05-16
송도2동 주민센터	민원실	인천광역시	연수구	관공서	LGU			인천광역시 연수구 신송로 248	인천광역시 연수구 송도동 16-3	인천광역시 연수구청	032-749-8885	37.4032222	126.6416051	2016-05-16
제1청사	제1민원실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 중앙로 105		제주특별자치도 서귀포시	064-760-2292	33.2540922	126.5601945	2016-08-31
제1청사	제2민원실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 중앙로 105		제주특별자치도 서귀포시	064-760-2292	33.2540922	126.5601945	2016-09-01
제1청사	휴게실 2F	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 중앙로 105		제주특별자치도 서귀포시	064-760-2292	33.2540922	126.5601945	2016-09-02
제1청사	대회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 중앙로 105		제주특별자치도 서귀포시	064-760-2292	33.2540922	126.5601945	2016-09-03
제1청사	본관 3F 홀	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 중앙로 105		제주특별자치도 서귀포시	064-760-2292	33.2540922	126.5601945	2016-09-04
제1청사	중회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 중앙로 105		제주특별자치도 서귀포시	064-760-2292	33.2540922	126.5601945	2016-09-05
제2청사	녹색환경과	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 신중로 55		제주특별자치도 서귀포시	064-760-2292	33.2554412	126.5106064	2016-09-06
제2청사	수자원본부	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 신중로  55		제주특별자치도 서귀포시	064-760-2292	33.2554412	126.5106064	2016-09-07
제2청사	영사실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 신중로  55		제주특별자치도 서귀포시	064-760-2292	33.2554412	126.5106064	2016-09-08
제2청사	제1강의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 신중로  55		제주특별자치도 서귀포시	064-760-2292	33.2554412	126.5106064	2016-09-09
송도3동 주민센터	민원실	인천광역시	연수구	관공서	LGU			인천광역시 연수구 송도과학로 32 송도테크노파크IT센터 M동 119호	인천광역시 연수구 송도동 172-1 M동 119호	인천광역시 연수구청	032-749-8885	37.3819804	126.6627915	2016-05-16
연수1동 주민센터	민원실	인천광역시	연수구	관공서	LGU			인천광역시 연수구 함박뫼로 129	인천광역시 연수구 연수1동 535-4	인천광역시 연수구청	032-749-8885	37.4220779	126.6816243	2016-05-16
성산읍	회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 성산읍 일주동로 4330		제주특별자치도 서귀포시	064-760-2292	33.4424138	126.9110996	2016-09-12
청학동 주민센터	민원실	인천광역시	연수구	관공서	LGU			인천광역시 연수구 비류대로 294번길 26	인천광역시 연수구 청학동 568-10	인천광역시 연수구청	032-749-8885	37.4249734	126.6660774	2016-05-16
가흥1동주민센터	민원실	경상북도	영주시	관공서	LGU	Public WiFi Free	Nov-15	경상북도 영주시 원당로19번길 29 (가흥동)	경상북도 영주시 가흥동 1478-7	경상북도 영주시청	054-639-6243	36.8187373	128.6179026	2016-06-01
봉현면사무소	민원실	경상북도	영주시	관공서	LGU	Public WiFi Free	Nov-15	경상북도 영주시 봉현면 오현로 27	경상북도 영주시 봉현면 오현리 173-3	경상북도 영주시청	054-639-6243	36.8614008	128.5250345	2016-06-01
부석면사무소	민원실	경상북도	영주시	관공서	LGU	Public WiFi Free	Nov-15	경상북도 영주시 부석면 부석로 49	경상북도 영주시 부석면 소천리 378	경상북도 영주시청	054-639-6243	36.9788815	128.6541694	2016-06-01
영주1동주민센터	민원실	경상북도	영주시	관공서	LGU	Public WiFi Free	Nov-15	경상북도 영주시 영주로189번길 11 (영주동)	경상북도 영주시 영주동 546-12	경상북도 영주시청	054-639-6243	36.826578	128.6198789	2016-06-01
중앙동	회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 동문동로 27		제주특별자치도 서귀포시	064-760-2292	33.2507157	126.5651902	2016-09-17
효돈동	회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 효돈로152번길 7		제주특별자치도 서귀포시	064-760-2292	33.2633204	126.6156251	2016-09-19
영천동	회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 토평로 15		제주특별자치도 서귀포시	064-760-2292	33.2687603	126.5867363	2016-09-20
동홍동	현관홀	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 동홍로 104		제주특별자치도 서귀포시	064-760-2292	33.2578824	126.5689267	2016-09-21
대륜동	회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 일주동로 9185		제주특별자치도 서귀포시	064-760-2292	33.2482109	126.5113278	2016-09-23
대천동	회의실	제주특별자치도	서귀포시	관공서	LGU			제주특별자치도 서귀포시 도순로 44		제주특별자치도 서귀포시	064-760-2292	33.2507866	126.477585	2016-09-24
