설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자
본량동주민센터	관공서	광주광역시	광산구	관공서	SKT	Public WiFi Free		광주광역시 광산구 용진로 379	광주광역시 광산구 남산동 698-20	광주광역시청	062-613-3021	35.1807304	126.728809	2015-11-25
어등지역자활센터	복지시설	광주광역시	광산구	복지시설	SKT	Public WiFi Free		광주광역시 광산구 우산로 85번길 25	광주광역시 광산구 우산동 1025-2	광주광역시청	062-613-3021	35.1577986	126.8094402	2015-11-25
신룡동보건진료소	보건지소	광주광역시	광산구	보건지소	SKT	Public WiFi Free		광주광역시 광산구 임곡신촌길 35	광주광역시 광산구 신룡동 328-1	광주광역시청	062-613-3021	35.2218869	126.7749633	2015-11-25
첨단119안전센터	관공서	광주광역시	광산구	관공서	SKT	Public WiFi Free		광주광역시 광산구 임방울대로 825번길 16	광주광역시 광산구 쌍암동 684-1	광주광역시청	062-613-3021	35.2184652	126.8491294	2015-11-25
첨단1동주민센터	관공서	광주광역시	광산구	관공서	SKT	Public WiFi Free		광주광역시 광산구 첨단중앙로 160	광주광역시 광산구 쌍암동 656-2	광주광역시청	062-613-3021	35.219549	126.842379	2015-11-25
명화보건진료소	보건지소	광주광역시	광산구	보건지소	SKT	Public WiFi Free		광주광역시 광산구 평동로 427	광주광역시 광산구 명화동225-3	광주광역시청	062-613-3021	35.1230194	126.7229139	2015-11-25
평동주민센터	관공서	광주광역시	광산구	관공서	SKT	Public WiFi Free		광주광역시 광산구 평동로 790	광주광역시 광산구 옥동 236-3	광주광역시청	062-613-3021	35.1246494	126.7602798	2015-11-25
광주광역시 경제고용진흥원	기타	광주광역시	광산구	기타	SKT	Public WiFi Free		광주광역시 광산구 하남산단8번로 177	광주광역시 광산구 도천동 621-15	광주광역시청	062-613-3021	35.2095202	126.8153115	2015-11-25
양림동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 3·1만세운동길 6	광주광역시 남구 양림동 285-1	광주광역시청	062-613-3021	35.1368849	126.9156732	2015-11-25
구소보건진료소	보건지소	광주광역시	남구	보건지소	SKT	Public WiFi Free		광주광역시 남구 구소길 146-8	광주광역시 남구 구소동 129-1	광주광역시청	062-613-3021	35.0540698	126.8097122	2015-11-25
벧엘늘푸른대학노인교실	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 군분로 170번길 8	광주광역시 남구 월산동 921-1	광주광역시청	062-613-3021	35.1474511	126.8873273	2015-11-25
주월2동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 군분로13번길 12	광주광역시 남구 주월동 974-174	광주광역시청	062-613-3021	35.1346796	126.8942487	2015-11-25
광주작은예수의집	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 금당로 32	광주광역시 남구 진월동 377-22	광주광역시청	062-613-3021	35.1197655	126.8961988	2015-11-25
대한노인회 광주광역시 남부지회	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 대남대로 308번길 32	광주광역시 남구 월산동 614-4	광주광역시청	062-613-3021	35.1417272	126.897255	2015-11-25
남구노인복지관	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 대남대로308번길 32	광주광역시 남구 월산5동 614-4	광주광역시청	062-613-3021	35.1417272	126.897255	2015-11-25
월산4동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 대남대로390번길 11	광주광역시 남구 월산동 949	광주광역시청	062-613-3021	35.1465997	126.8907392	2015-11-25
백운1동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 독립로54번길 20	광주광역시 남구 백운동 73-3	광주광역시청	062-613-3021	35.1383183	126.9038957	2015-11-25
남구청	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 봉선로 1	광주광역시 남구 주월동 1284-1	광주광역시청	062-613-3021	35.1328693	126.9024582	2015-11-25
월산동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 봉선로 195	광주광역시 남구 봉선동 134	광주광역시청	062-613-3021	35.123466	126.916591	2015-11-25
봉선1동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 봉선중앙로 106	광주광역시 남구 봉선동 1016	광주광역시청	062-613-3021	35.1303418	126.9117433	2015-11-25
봉선2동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 봉선중앙로26번길 10	광주광역시 남구 봉선동 115	광주광역시청	062-613-3021	35.123464	126.9137342	2015-11-25
가로청소환경미화원쉼터	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 서문대로 824번길 10	광주광역시 남구 주월동 1156-10	광주광역시청	062-613-3021	35.1307953	126.9013503	2015-11-25
공주공원노인복지관	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 서오층석탑2길 17	광주광역시 남구 구동 16-48	광주광역시청	062-613-3021	35.1474721	126.9079102	2015-11-25
광주공원 노인회관 별관	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 서오층석탑2길 17	광주광역시 남구 구동 16-48	광주광역시청	062-613-3021	35.1474721	126.9079102	2015-11-25
재활용선별센터	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 송암로 24번가길 38-1	광주광역시 남구 송하동 253-9	광주광역시청	062-613-3021	35.1115641	126.8779213	2015-11-25
송암동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 송암로 66	광주광역시 남구 송하동 370-2	광주광역시청	062-613-3021	35.111585	126.8772324	2015-11-25
광주교통안전공단	기타	광주광역시	남구	기타	SKT	Public WiFi Free		광주광역시 남구 송암로 96	광주광역시 남구 송하동 251-4	광주광역시청	062-613-3021	35.1135371	126.8751979	2015-11-25
방림1동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 오방로 101-2	광주광역시 남구 방림동 338	광주광역시청	062-613-3021	35.1343665	126.9182872	2015-11-25
형제사	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 오방로 4-1	광주광역시 남구 봉선동 11-1	광주광역시청	062-613-3021	35.1254478	126.9200997	2015-11-25
화장동보건진료소	보건지소	광주광역시	남구	보건지소	SKT	Public WiFi Free		광주광역시 남구 원화장1길 5	광주광역시 남구 화장동 782	광주광역시청	062-613-3021	35.0750733	126.8016551	2015-11-25
사직도서관	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 제중로 56	광주광역시 남구 양림동 108-8	광주광역시청	062-613-3021	35.1395193	126.9139499	2015-11-25
사직동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 중앙로95번길 14	광주광역시 남구 서동 147-11	광주광역시청	062-613-3021	35.1457776	126.9079955	2015-11-25
빛고을시민문화관	기타	광주광역시	남구	기타	SKT	Public WiFi Free		광주광역시 남구 천변좌로338번길 7	광주광역시 남구 구동 12	광주광역시청	062-613-3021	35.1481359	126.9085108	2015-11-25
방림2동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 천변좌로566번다길 12	광주광역시 남구 방림동 74-3	광주광역시청	062-613-3021	35.1319208	126.9219894	2015-11-25
(사)그루터기	복지시설	광주광역시	남구	복지시설	SKT	Public WiFi Free		광주광역시 남구 회서로 52번길 19	광주광역시 남구 주월동 941-14	광주광역시청	062-613-3021	35.1276908	126.8967855	2015-11-25
주월1동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 남구 회서로21번가길 13	광주광역시 남구 주월동 493-13	광주광역시청	062-613-3021	35.1319531	126.893335	2015-11-25
서남동주민센터	관공서	광주광역시	남구	관공서	SKT	Public WiFi Free		광주광역시 동구 서남로 14	광주광역시 동구 서석동 29	광주광역시청	062-613-3021	35.1449084	126.9231709	2015-11-25
계림1동주민센터	관공서	광주광역시	동구	관공서	SKT	Public WiFi Free		광주광역시 동구 경양로247번길 26	광주광역시 동구 계림동 178-38	광주광역시청	062-613-3021	35.1585311	126.9196591	2015-11-25
꿈나무도서관	복지시설	광주광역시	동구	복지시설	SKT	Public WiFi Free		광주광역시 동구 경양로247번길 26	광주광역시 동구 계림동 178-38	광주광역시청	062-613-3021	35.1585311	126.9196591	2015-11-25
충장동주민센터	관공서	광주광역시	동구	관공서	SKT	Public WiFi Free		광주광역시 동구 금남로 231	광주광역시 동구 금남로2가 7-1	광주광역시청	062-613-3021	35.1492134	126.9177851	2015-11-25
YMCA	기타	광주광역시	동구	기타	SKT	Public WiFi Free		광주광역시 동구 금남로 242-5	광주광역시 동구 금남로1가 19	광주광역시청	062-613-3021	35.1479303	126.9184185	2015-11-25
광주동구문화센터	복지시설	광주광역시	동구	복지시설	SKT	Public WiFi Free		광주광역시 동구 남문로 646	광주광역시 동구 소태동 524-5	광주광역시청	062-613-3021	35.1286416	126.9308224	2015-11-25
천혜경로원	복지시설	광주광역시	동구	복지시설	SKT	Public WiFi Free		광주광역시 동구 남문로 720	광주광역시 동구 학동 654-1	광주광역시청	062-613-3021	35.1348628	126.9276132	2015-11-25
아가페실버센터	복지시설	광주광역시	동구	복지시설	SKT	Public WiFi Free		광주광역시 동구 동명로 20번길 7	광주광역시 동구 동명동 154-27	광주광역시청	062-613-3021	35.150869	126.9243945	2015-11-25
동명동주민센터	관공서	광주광역시	동구	관공서	SKT	Public WiFi Free		광주광역시 동구 동명로26번길 13	광주광역시 동구 동명동 156-4	광주광역시청	062-613-3021	35.151194	126.925158	2015-11-25
산수1동주민센터	관공서	광주광역시	동구	관공서	SKT	Public WiFi Free		광주광역시 동구 무등로449번길 12	광주광역시 동구 산수동 541-10	광주광역시청	062-613-3021	35.1572869	126.9307235	2015-11-25
동구청(민원실)	관공서	광주광역시	동구	관공서	SKT	Public WiFi Free		광주광역시 동구 서남로 1	광주광역시 동구 서석동 31	광주광역시청	062-613-3021	35.1458926	126.9230515	2015-11-25
학운동주민센터	관공서	광주광역시	동구	관공서	SKT	Public WiFi Free		광주광역시 동구 의재로 53	광주광역시 동구 학동 720-10	광주광역시청	062-613-3021	35.1324866	126.9335402	2015-11-25
동구청소년수련관	복지시설	광주광역시	동구	복지시설	SKT	Public WiFi Free		광주광역시 동구 의재로43번길 27-3	광주광역시 동구 학동 724-9	광주광역시청	062-613-3021	35.1331543	126.9348739	2015-11-25
계림지역아동센터	복지시설	광주광역시	동구	복지시설	SKT	Public WiFi Free		광주광역시 동구 중앙로 326	광주광역시 동구 계림동 85-169	광주광역시청	062-613-3021	35.1609078	126.9206929	2015-11-25
지산1동주민센터	관공서	광주광역시	동구	관공서	SKT	Public WiFi Free		광주광역시 동구 지산로 57	광주광역시 동구 지산동 448-49	광주광역시청	062-613-3021	35.1490207	126.9327234	2015-11-25
지산2동주민센터	관공서	광주광역시	동구	관공서	SKT	Public WiFi Free		광주광역시 동구 지호로 51	광주광역시 동구 지산동 232-46	광주광역시청	062-613-3021	35.1479797	126.9344714	2015-11-25
산수2동주민센터	관공서	광주광역시	동구	관공서	SKT	Public WiFi Free		광주광역시 동구 필문대로191번길 43-24	광주광역시 동구 산수동 512-3	광주광역시청	062-613-3021	35.1546038	126.9361299	2015-11-25
백암지역아동센터	복지시설	광주광역시	동구	복지시설	SKT	Public WiFi Free		광주광역시 동구 학소로86번안길 8	광주광역시 동구 소태동 700	광주광역시청	062-613-3021	35.1288745	126.9345744	2015-11-25
광주희망원	복지시설	광주광역시	동구	복지시설	SKT	Public WiFi Free		광주광역시 동구 화산로 177	광주광역시 동구 용산동 630	광주광역시청	062-613-3021	35.1156736	126.9150851	2015-11-25
지원2동작은도서관	복지시설	광주광역시	동구	복지시설	SKT	Public WiFi Free		광주광역시 동구 화산로 361	광주광역시 동구 용산동 269-1	광주광역시청	062-613-3021	35.1204584	126.932861	2015-11-25
시청소년쉼터 어깨동무	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 동구 제봉로 82번길 13-12	광주광역시 동구 서석동 42-4	광주광역시청	062-613-3021	35.1470245	126.9227344	2015-11-25
맥지청소년쉼터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 동구 지원로 34	광주광역시 동구 소태동 449	광주광역시청	062-613-3021	35.1243035	126.9360043	2015-11-25
조은요양원	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 경양로 102	광주광역시 북구 임동 2-14	광주광역시청	062-613-3021	35.1619838	126.9030776	2015-11-25
오방장애인자립생활센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 군왕로 123	광주광역시 북구 두암동 850-39	광주광역시청	062-613-3021	35.1723225	126.932533	2015-11-25
문화동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 군왕로 233	광주광역시 북구 각화동 224-12	광주광역시청	062-613-3021	35.1813997	126.9368686	2015-11-25
북구노인종합복지관	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 군왕로130번길 30	광주광역시 북구 두암동 456-9	광주광역시청	062-613-3021	35.1723452	126.9343596	2015-11-25
두암시장	전통시장	광주광역시	북구	전통시장	SKT	Public WiFi Free		광주광역시 북구 금녕길 23	광주광역시 북구 두암동 856-5	광주광역시청	062-613-3021	35.1716177	126.9293985	2015-11-25
광주교육연수원	기타	광주광역시	북구	기타	SKT	Public WiFi Free		광주광역시 북구 능안로30번길 5	광주광역시 북구 오치동 5-11	광주광역시청	062-613-3021	35.190461	126.9199439	2015-11-25
한약초마을공동구판장	전통시장	광주광역시	북구	전통시장	SKT	Public WiFi Free		광주광역시 북구 담안평무길 73	광주광역시 북구 충효동 256-2	광주광역시청	062-613-3021	35.1786614	127.0080185	2015-11-25
운암시장	전통시장	광주광역시	북구	전통시장	SKT	Public WiFi Free		광주광역시 북구 대자로 87	광주광역시 북구 운암동 94-7	광주광역시청	062-613-3021	35.1733617	126.8818423	2015-11-25
큰꿈지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 대천로 139번길 32	광주광역시 북구 문흥동 949-11	광주광역시청	062-613-3021	35.187598	126.9194768	2015-11-25
북구문화의집	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 대천로 86	광주광역시 북구 문흥동 1009-1	광주광역시청	062-613-3021	35.1842352	126.9158571	2015-11-25
북구청소년수련관	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 대천로 86	광주광역시 북구 문흥동 1009-1	광주광역시청	062-613-3021	35.1842352	126.9158571	2015-11-25
문흥1동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 대청로 140-3	광주광역시 북구 문흥동 996-6	광주광역시청	062-613-3021	35.1868206	126.9216295	2015-11-25
우산119안전센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 동문대로 127	광주광역시 북구 우산동 206-9	광주광역시청	062-613-3021	35.1744783	126.9259358	2015-11-25
은빛세상노인장기요양기관	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 동문대로 238-2	광주광역시 북구 각화동 480-44	광주광역시청	062-613-3021	35.1828826	126.93205	2015-11-25
광주북구장애인직업재활센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 동문대로 238-8	광주광역시 북구 각화동 480-41	광주광역시청	062-613-3021	35.1829946	126.9324627	2015-11-25
각화동농산물도매시장(광주청과동)	전통시장	광주광역시	북구	전통시장	SKT	Public WiFi Free		광주광역시 북구 동문대로 260	광주광역시 북구 각화동 437-3	광주광역시청	062-613-3021	35.1843368	126.9343412	2015-11-25
각화동농산물도매시장(본관)	전통시장	광주광역시	북구	전통시장	SKT	Public WiFi Free		광주광역시 북구 동문대로 260	광주광역시 북구 각화동 437-3	광주광역시청	062-613-3021	35.1843368	126.9343412	2015-11-25
각화동농산물도매시장(채소경매1)	전통시장	광주광역시	북구	전통시장	SKT	Public WiFi Free		광주광역시 북구 동문대로 260	광주광역시 북구 각화동 437-3	광주광역시청	062-613-3021	35.1843368	126.9343412	2015-11-25
각화동농산물도매시장(채소경매2)	전통시장	광주광역시	북구	전통시장	SKT	Public WiFi Free		광주광역시 북구 동문대로 260	광주광역시 북구 각화동 437-3	광주광역시청	062-613-3021	35.1843368	126.9343412	2015-11-25
두암1동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 동문대로110번길 77	광주광역시 북구 두암동 862-13	광주광역시청	062-613-3021	35.1710297	126.9289423	2015-11-25
풍향지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 두방길1-1	광주광역시 북구 풍향동 533-17	광주광역시청	062-613-3021	35.1664247	126.9215788	2015-11-25
매곡동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 매곡로69번길 25	광주광역시 북구 매곡동 80	광주광역시청	062-613-3021	35.1895885	126.8920915	2015-11-25
무등도서관	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 면앙로 130	광주광역시 북구 우산동 213-4	광주광역시청	062-613-3021	35.1764647	126.925574	2015-11-25
두암보건지소	보건지소	광주광역시	북구	보건지소	SKT	Public WiFi Free		광주광역시 북구 면앙로192번길 15	광주광역시 북구 두암동 825-9	광주광역시청	062-613-3021	35.1745687	126.9325048	2015-11-25
은총지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 무등로 12	광주광역시 북구 임동 405	광주광역시청	062-613-3021	35.1703513	126.8857589	2015-11-25
문흥2동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 문산로 25	광주광역시 북구 문흥동 1010-9	광주광역시청	062-613-3021	35.1843438	126.9218646	2015-11-25
건국동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 본촌마을길 25	광주광역시 북구 본촌동 378-1	광주광역시청	062-613-3021	35.2228529	126.8815466	2015-11-25
이삭요양원	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 본촌택지로29번길 7-2	광주광역시 북구 본촌동 2929	광주광역시청	062-613-3021	35.2166961	126.8790777	2015-11-25
문흥골지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 부남길 15번길27	광주광역시 북구 문흥동 980-5	광주광역시청	062-613-3021	35.1886152	126.9259889	2015-11-25
운암도서관	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 북문대로 118	광주광역시 북구 운암동 303-2	광주광역시청	062-613-3021	35.1802882	126.8751267	2015-11-25
동림119안전센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 북문대로 202	광주광역시 북구 동림동 1161-3	광주광역시청	062-613-3021	35.18647	126.8702863	2015-11-25
광주광역시장애인종합복지관	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 북문대로 219	광주광역시 북구 동림동 24	광주광역시청	062-613-3021	35.1854792	126.8675827	2015-11-25
동림동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 북문대로 236	광주광역시 북구 동림동 1156-3	광주광역시청	062-613-3021	35.1869926	126.8667458	2015-11-25
신바람장애인단기보호센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 북문대로 247번길 11	광주광역시 북구 동림동 37-14	광주광역시청	062-613-3021	35.1864355	126.865113	2015-11-25
광주문화예술회관(국악당)	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 북문대로 60	광주광역시 북구 운암동 328-20	광주광역시청	062-613-3021	35.1781949	126.8801579	2015-11-25
운암지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 북문대로 7	광주광역시 북구 운암동 97-10	광주광역시청	062-613-3021	35.1732988	126.8838711	2015-11-25
엠마우스사회서비스센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 북문대로20번길 48	광주광역시 북구 운암동 480-16	광주광역시청	062-613-3021	35.1758775	126.8847895	2015-11-25
호르트지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 삼정로 120번길 23	광주광역시 북구 두암동 76-6	광주광역시청	062-613-3021	35.1727388	126.9355712	2015-11-25
두암119안전센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 삼정로 5	광주광역시 북구 두암동 968-3	광주광역시청	062-613-3021	35.1623738	126.9368087	2015-11-25
모해지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 삼정로 87번길 32	광주광역시 북구 두암동 923-11	광주광역시청	062-613-3021	35.1700997	126.9357006	2015-11-25
두암3동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 삼정로3번길 25	광주광역시 북구 두암동 249	광주광역시청	062-613-3021	35.1629713	126.9347886	2015-11-25
새생명지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 상촌로 43번길 62	광주광역시 북구 본촌동 3046	광주광역시청	062-613-3021	35.2141164	126.8808388	2015-11-25
패밀리전문요양원	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 생용길 16	광주광역시 북구 생용동 142	광주광역시청	062-613-3021	35.2295732	126.9014154	2015-11-25
임동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 서림로 53	광주광역시 북구 임동 129-2	광주광역시청	062-613-3021	35.165845	126.8941557	2015-11-25
임동119안전센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 서림로5	광주광역시 북구 임동 326-1	광주광역시청	062-613-3021	35.1688308	126.8907358	2015-11-25
서머힐북구지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 서방로 40번길 3	광주광역시 북구 중흥동 288-21	광주광역시청	062-613-3021	35.1726305	126.9174761	2015-11-25
문흥골아이네지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 서방로 63번길42	광주광역시 북구 우산동 182-14	광주광역시청	062-613-3021	35.1741757	126.9205922	2015-11-25
중흥3동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 서방로40번길 12	광주광역시 북구 중흥동 286-40	광주광역시청	062-613-3021	35.1722769	126.9171384	2015-11-25
국민체력증진센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 서암대로 132번길 11-5	광주광역시 북구 신안동 233-13	광주광역시청	062-613-3021	35.1694328	126.898937	2015-11-25
포인세티아실버빌	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 서암대로 319-10	광주광역시 북구 우산동 555-11	광주광역시청	062-613-3021	35.1655611	126.9187697	2015-11-25
전대지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 서양로 37-4	광주광역시 북구 신안동 212-16	광주광역시청	062-613-3021	35.1706533	126.9057194	2015-11-25
중흥지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 서양로 75	광주광역시 북구 중흥동 343-13	광주광역시청	062-613-3021	35.1695386	126.9096021	2015-11-25
동신지역자활센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 서하로 222	광주광역시 북구 오치동 971-5	광주광역시청	062-613-3021	35.1869671	126.9046553	2015-11-25
틔움직업재활센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 서하로 240-18	광주광역시 북구 오치동 968-5	광주광역시청	062-613-3021	35.1863777	126.90719	2015-11-25
광주시립민속박물관	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 서하로 48-25	광주광역시 북구 용봉동 1004-4	광주광역시청	062-613-3021	35.1835208	126.8883974	2015-11-25
청풍야영장	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 석곡로 118	광주광역시 북구 청풍동 498	광주광역시청	062-613-3021	35.1719072	126.9649384	2015-11-25
희망지역자활센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 설죽로 217번길 10-9	광주광역시 북구 용봉동 1372-1	광주광역시청	062-613-3021	35.17958	126.8964126	2015-11-25
삼각동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 설죽로 447	광주광역시 북구 삼각동 791-2	광주광역시청	062-613-3021	35.1992574	126.8994799	2015-11-25
일곡119안전센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 설죽로 529	광주광역시 북구 일곡동 849-3	광주광역시청	062-613-3021	35.2063402	126.8973494	2015-11-25
양산동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 양산택지로 32	광주광역시 북구 양산동 1019	광주광역시청	062-613-3021	35.2091722	126.8796599	2015-11-25
시민종합사회복지관	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 양일로 76-1	광주광역시 북구 양산동 657-2	광주광역시청	062-613-3021	35.1974299	126.8731634	2015-11-25
양산지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 연양로 43	광주광역시 북구 양산동 275-3	광주광역시청	062-613-3021	35.206529	126.8721785	2015-11-25
상수도사업본부북부사업소	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 용봉로 111	광주광역시 북구 용봉동 247-12	광주광역시청	062-613-3021	35.1727505	126.9088916	2015-11-25
한양지역아동센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 용주로 18번길 53-3	광주광역시 북구 용봉동 1226-5	광주광역시청	062-613-3021	35.180472	126.9025594	2015-11-25
용봉동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 용주로18번길 28	광주광역시 북구 용봉동 1228-7	광주광역시청	062-613-3021	35.1804024	126.9011806	2015-11-25
북구지역사회복지협의체	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 우치로 50-2	광주광역시 북구 중흥동 365-2	광주광역시청	062-613-3021	35.1718587	126.9120717	2015-11-25
한국인성연구원	기타	광주광역시	북구	기타	SKT	Public WiFi Free		광주광역시 북구 우치로458번길 19	광주광역시 북구 삼각동 409-3	광주광역시청	062-613-3021	35.2061575	126.9032096	2015-11-25
일곡도서관	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 일곡로 55	광주광역시 북구 일곡동 850-1	광주광역시청	062-613-3021	35.2090027	126.8951628	2015-11-25
신안동주민센터	관공서	광주광역시	북구	관공서	SKT	Public WiFi Free		광주광역시 북구 자산로 66	광주광역시 북구 신안동 500-5	광주광역시청	062-613-3021	35.1674353	126.8987595	2015-11-25
풍경복지센터	복지시설	광주광역시	북구	복지시설	SKT	Public WiFi Free		광주광역시 북구 중가로 32	광주광역시 북구 유동 94-3	광주광역시청	062-613-3021	35.1597381	126.9037212	2015-11-25
